schemaTuple,visited,timesVisited
serviceaccountupdateaccounterrors,False,0
serviceaccountupdateserviceaccount,False,0
serviceaccountdeleteaccounterrors,False,0
serviceaccountdeleteserviceaccount,False,0
serviceaccountupdateprivatemetaaccounterrors,False,0
serviceaccountupdateprivatemetaserviceaccount,False,0
serviceaccountclearprivatemetaaccounterrors,False,0
serviceaccountclearprivatemetaserviceaccount,False,0
serviceaccounttokencreateauthtoken,False,0
serviceaccounttokencreateaccounterrors,False,0
serviceaccounttokencreateserviceaccounttoken,False,0
serviceaccounttokendeleteaccounterrors,False,0
serviceaccounttokendeleteserviceaccounttoken,False,0
permissiongroupcreatepermissiongrouperrors,True,10
permissiongroupcreategroup,True,10
permissiongrouperrorfield,True,46
permissiongrouperrormessage,True,46
permissiongrouperrorcode,True,46
permissiongrouperrorpermissions,True,46
permissiongrouperrorusers,True,46
permissiongroupupdatepermissiongrouperrors,True,29
permissiongroupupdategroup,True,29
permissiongroupdeletepermissiongrouperrors,True,7
permissiongroupdeletegroup,True,7
